index,elelment,x,y,z
30786,H,5.442,3.421,11.565
30787,O,7.383,3.151,9.825
30788,H,7.46,3.203,9.803
30789,H,7.415,3.061,9.825
30790,O,6.243,0.673,11.064
30791,H,6.252,0.589,11.109
30792,H,6.153,0.701,11.083
30793,O,7.788,6.192,9.048
30794,H,7.801,6.265,8.987
30795,H,7.728,6.133,9.003
30796,O,4.953,5.515,11.126
30797,H,4.928,5.424,11.111
30798,H,4.87,5.563,11.13
30799,O,8.493,3.686,7.686
30800,H,8.517,3.725,7.771
30801,H,8.414,3.635,7.705
30802,O,8.259,5.358,10.184
30803,H,8.344,5.388,10.216
30804,H,8.207,5.438,10.175
30805,O,7.846,7.377,10.059
30806,H,7.767,7.332,10.09
30807,H,7.88,7.421,10.137
30808,O,1.679,0.504,7.773
30809,H,1.624,0.454,7.834
30810,H,1.662,0.465,7.688
30811,O,6.532,6.934,7.219
30812,H,6.61,6.902,7.264
30813,H,6.521,6.876,7.144
30814,O,0.179,3.712,11.038
30815,H,0.099,3.66,11.028
30816,H,0.148,3.797,11.068
30817,O,3.474,6.778,9.377
30818,H,3.424,6.856,9.352
30819,H,3.516,6.749,9.296
30820,O,3.735,5.823,9.461
30821,H,3.672,5.754,9.443
30822,H,3.779,5.839,9.378
30823,O,4.361,0.416,10.646
30824,H,4.325,0.327,10.644
30825,H,4.371,0.436,10.739
30826,O,4.023,4.466,9.415
30827,H,4.046,4.389,9.467
30828,H,4.107,4.497,9.379
30829,O,1.304,1.827,5.461
30830,H,1.263,1.843,5.546
30831,H,1.25,1.875,5.398
30832,O,3.914,6.224,7.572
30833,H,3.947,6.287,7.508
30834,H,3.903,6.276,7.652
30835,O,3.259,6.156,11.225
30836,H,3.209,6.158,11.307
30837,H,3.344,6.119,11.25
30838,O,5.725,2.987,9.175
30839,H,5.716,3.053,9.107
30840,H,5.738,3.038,9.256
30841,O,6.99,1.662,6.445
30842,H,7.042,1.728,6.398
30843,H,7.028,1.578,6.417
30844,O,1.677,4.239,5.676
30845,H,1.616,4.221,5.748
30846,H,1.761,4.204,5.706
30847,O,5.754,5.242,11.669
30848,H,5.784,5.191,11.744
30849,H,5.693,5.306,11.705
30850,O,2.915,5.831,9.27
30851,H,2.903,5.755,9.213
30852,H,2.86,5.899,9.23
30853,O,2.784,1.141,7.374
30854,H,2.86,1.138,7.432
30855,H,2.729,1.211,7.41
30856,O,6.3,7.931,9.119
30857,H,6.253,7.86,9.076
30858,H,6.289,8.005,9.059
30859,O,0.912,4.536,8.228
30860,H,0.879,4.481,8.298
30861,H,0.926,4.621,8.269
30862,O,2.461,6.629,6.988
30863,H,2.405,6.666,6.919
30864,H,2.524,6.698,7.008
30865,O,0.023,6.881,6.182
30866,H,0.037,6.965,6.138
30867,H,-0.06,6.893,6.23
30868,O,8.295,1.76,8.155
30869,H,8.289,1.664,8.153
30870,H,8.209,1.789,8.184
30871,O,2.498,6.643,11.354
30872,H,2.516,6.72,11.299
30873,H,2.509,6.568,11.295
30874,O,5.826,3.38,7.021
30875,H,5.802,3.317,7.088
30876,H,5.837,3.463,7.069
30877,O,7.419,5.799,5.93
30878,H,7.38,5.857,5.995
30879,H,7.438,5.857,5.855
30880,O,1.163,6.632,5.618
30881,H,1.107,6.691,5.568
30882,H,1.112,6.609,5.696
30883,O,1.175,3.853,8.739
30884,H,1.237,3.926,8.732
30885,H,1.223,3.777,8.706
30886,O,6.823,5.556,6.757
30887,H,6.806,5.637,6.709
30888,H,6.828,5.489,6.689
30889,O,5.224,1.787,7.54
30890,H,5.143,1.767,7.494
30891,H,5.206,1.869,7.586
30892,O,7.08,3.396,6.519
30893,H,7.022,3.333,6.562
30894,H,7.031,3.477,6.517
30895,O,7.794,1.27,7.845
30896,H,7.829,1.181,7.837
30897,H,7.751,1.286,7.761
30898,O,3.271,0.255,11.106
30899,H,3.276,0.173,11.058
30900,H,3.323,0.24,11.185
30901,O,0.838,2.394,10.726
30902,H,0.826,2.482,10.762
30903,H,0.759,2.347,10.751
30904,O,1.922,7.58,8.702
30905,H,1.87,7.556,8.625
30906,H,1.858,7.594,8.771
30907,O,5.084,3.054,11.836
30908,H,5.033,2.987,11.791
30909,H,5.026,3.13,11.84
30910,O,2.138,1.178,6.142
30911,H,2.111,1.127,6.066
30912,H,2.119,1.269,6.117
30913,O,0.3,1.387,6.687
30914,H,0.394,1.372,6.699
30915,H,0.259,1.35,6.765
30916,O,3.055,3.205,5.283
30917,H,3.065,3.115,5.314
30918,H,2.967,3.23,5.311
30919,O,7.196,7.155,5.037
30920,H,7.124,7.217,5.022
30921,H,7.269,7.21,5.067
30922,O,6.307,3.126,7.991
30923,H,6.223,3.152,8.029
30924,H,6.354,3.209,7.98
30925,O,6.375,5.642,9.782
30926,H,6.305,5.648,9.847
30927,H,6.338,5.683,9.704
30928,O,7.05,2.077,6.881
30929,H,6.973,2.033,6.919
30930,H,7.081,2.017,6.814
30931,O,2.024,5.189,10.028
30932,H,2.04,5.225,9.941
30933,H,2.006,5.265,10.083
30934,O,2.65,5.453,11.906
30935,H,2.621,5.525,11.85
30936,H,2.731,5.421,11.865
30937,O,0.093,6.868,7.171
30938,H,0.152,6.853,7.098
30939,H,0.113,6.957,7.201
30940,O,6.654,6.974,10.336
30941,H,6.575,6.928,10.362
30942,H,6.693,6.918,10.269
30943,O,2.282,7.431,6.541
30944,H,2.201,7.44,6.591
30945,H,2.281,7.341,6.51
30946,O,5.845,4.987,7.62
30947,H,5.924,4.934,7.624
30948,H,5.877,5.076,7.602
30949,O,3.991,5.569,11.498
30950,H,4.058,5.596,11.435
30951,H,3.912,5.617,11.471
30952,O,7.592,7.343,10.214
30953,H,7.548,7.427,10.212
30954,H,7.575,7.308,10.301
30955,O,3.06,6.089,9.177
30956,H,3.027,6.113,9.263
30957,H,3.084,6.172,9.136
30958,O,0.722,0.791,10.517
30959,H,0.65,0.835,10.471
30960,H,0.747,0.719,10.459
30961,O,6.817,0.744,8.023
30962,H,6.734,0.699,8.033
30963,H,6.812,0.785,7.936
30964,O,7.446,3.594,10.367
30965,H,7.541,3.601,10.353
30966,H,7.412,3.68,10.345
30967,O,7.07,6.932,9.605
30968,H,7.13,6.988,9.654
30969,H,7.096,6.944,9.514
30970,O,6.135,3.705,10.918
30971,H,6.082,3.649,10.861
30972,H,6.138,3.789,10.873
30973,O,7.815,7.08,7.009
30974,H,7.855,7.09,7.095
30975,H,7.884,7.107,6.948
30976,O,5.267,7.687,10.53
30977,H,5.198,7.662,10.593
30978,H,5.284,7.607,10.481
30979,O,3.095,2.925,5.407
30980,H,3.078,2.949,5.498
30981,H,3.013,2.886,5.376
30982,O,5.438,7.405,11.761
30983,H,5.525,7.371,11.742
30984,H,5.424,7.384,11.854
30985,O,2.452,5.342,5.219
30986,H,2.43,5.298,5.301
30987,H,2.385,5.409,5.209
30988,O,4.568,4.769,5.972
30989,H,4.529,4.744,6.055
30990,H,4.66,4.745,5.98
30991,O,0.714,4.201,5.863
30992,H,0.743,4.233,5.948
30993,H,0.781,4.137,5.837
30994,O,7.911,0.243,6.416
30995,H,7.987,0.187,6.407
30996,H,7.896,0.249,6.511
30997,O,0.124,1.608,9.574
30998,H,0.204,1.595,9.625
30999,H,0.138,1.559,9.493
31000,O,6.801,2.839,11.623
31001,H,6.808,2.849,11.528
31002,H,6.797,2.929,11.656
31003,O,7.753,2.504,5.383
31004,H,7.694,2.447,5.434
31005,H,7.84,2.484,5.417
31006,O,1.934,3.816,8.351
31007,H,1.848,3.835,8.312
31008,H,1.913,3.767,8.43
31009,O,5.319,3.208,6.976
31010,H,5.262,3.259,7.033
31011,H,5.368,3.151,7.035
31012,O,1.852,4.158,9.44
31013,H,1.933,4.126,9.479
31014,H,1.783,4.122,9.495
31015,O,4.214,3.661,10.413
31016,H,4.302,3.698,10.415
31017,H,4.223,3.574,10.451
31018,O,4.606,1.512,10.315
31019,H,4.517,1.479,10.303
31020,H,4.607,1.597,10.27
31021,O,0.134,6.046,9.736
31022,H,0.165,6.083,9.819
31023,H,0.04,6.065,9.735
31024,O,3.968,5.482,4.938
31025,H,4.003,5.4,4.901
31026,H,4.043,5.523,4.98
31027,O,3.171,1.437,5.253
31028,H,3.187,1.366,5.191
31029,H,3.186,1.398,5.339
31030,O,3.676,3.295,6.374
31031,H,3.703,3.204,6.363
31032,H,3.724,3.325,6.452
31033,O,4.76,1.701,8.329
31034,H,4.814,1.629,8.36
31035,H,4.821,1.774,8.319
31036,O,0.45,3.84,7.53
31037,H,0.465,3.907,7.463
31038,H,0.355,3.839,7.541
31039,O,0.249,1.431,10.918
31040,H,0.188,1.374,10.964
31041,H,0.331,1.423,10.967
31042,O,3.32,6.476,10.539
31043,H,3.227,6.496,10.54
31044,H,3.36,6.543,10.594
31045,O,5.844,2.583,8.194
31046,H,5.928,2.595,8.239
31047,H,5.803,2.669,8.198
31048,O,3.372,4.641,11.505
31049,H,3.45,4.638,11.449
31050,H,3.361,4.552,11.536
31051,O,3.653,6.806,8.147
31052,H,3.664,6.739,8.215
31053,H,3.563,6.836,8.158
31054,O,1.941,7.339,10.067
31055,H,1.882,7.266,10.051
31056,H,1.892,7.397,10.126
31057,O,2.808,0.88,11.546
31058,H,2.842,0.94,11.48
31059,H,2.884,0.829,11.574
31060,O,7.686,4.034,10.557
31061,H,7.616,4.087,10.596
31062,H,7.762,4.092,10.555
31063,O,5.016,0.911,5.496
31064,H,5.056,0.87,5.42
31065,H,5.079,0.897,5.567
31066,O,2.894,7.803,8.023
31067,H,2.925,7.759,7.944
31068,H,2.822,7.858,7.994
31069,O,4.823,6.924,4.841
31070,H,4.842,6.979,4.917
31071,H,4.819,6.986,4.768
31072,O,6.341,1.064,5
31073,H,6.411,1.021,4.951
31074,H,6.263,1.013,4.98
31075,O,7.341,5.404,9.057
31076,H,7.399,5.422,9.13
31077,H,7.327,5.49,9.016
31078,O,4.027,5.935,11.005
31079,H,4.044,5.992,11.08
31080,H,4.015,5.995,10.932
31081,O,2.014,3.571,8.919
31082,H,2.092,3.548,8.97
31083,H,1.94,3.547,8.976
31084,O,0.056,3.288,7.607
31085,H,0.057,3.227,7.533
31086,H,0.134,3.265,7.657
31087,O,0.89,2.294,4.947
31088,H,0.802,2.282,4.983
31089,H,0.884,2.262,4.857
31090,O,6.748,2.097,10.164
31091,H,6.739,2.14,10.249
31092,H,6.686,2.024,10.168
31093,O,3.87,5.395,7.889
31094,H,3.938,5.34,7.927
31095,H,3.794,5.383,7.947
31096,O,4.913,5.952,9.113
31097,H,4.961,5.933,9.193
31098,H,4.955,6.031,9.078
31099,O,6.038,7.409,10.281
31100,H,6.105,7.409,10.349
31101,H,6.081,7.37,10.205
31102,O,7.418,7.411,7.174
31103,H,7.426,7.468,7.25
31104,H,7.373,7.334,7.207
31105,O,0.014,2.758,5.664
31106,H,0.067,2.792,5.736
31107,H,0.022,2.824,5.595
31108,O,6.686,6.843,11.065
31109,H,6.591,6.838,11.07
31110,H,6.71,6.912,11.127
31111,O,6.881,0.911,7.403
31112,H,6.971,0.878,7.398
31113,H,6.833,0.841,7.448
31114,O,2.655,0.024,11.142
31115,H,2.706,0.081,11.2
31116,H,2.627,-0.048,11.198
31117,O,2.368,4.653,10.586
31118,H,2.431,4.598,10.632
31119,H,2.394,4.742,10.609
31120,O,4.982,6.146,6.752
31121,H,5.018,6.231,6.78
31122,H,4.888,6.16,6.75
31123,O,6.529,3.55,10.305
31124,H,6.509,3.58,10.216
31125,H,6.446,3.558,10.352
31126,O,4.948,1.894,8.281
31127,H,4.985,1.865,8.198
31128,H,4.944,1.989,8.273
31129,O,1.778,6.199,7.692
31130,H,1.869,6.229,7.695
31131,H,1.767,6.163,7.604
31132,O,1.939,0.302,10.765
31133,H,1.954,0.244,10.839
31134,H,2.023,0.303,10.719
31135,O,3.646,5.046,5.689
31136,H,3.677,5.136,5.678
31137,H,3.561,5.055,5.733
31138,O,5.042,5.675,6.65
31139,H,4.959,5.689,6.696
31140,H,5.107,5.722,6.702
31141,O,3.815,0.86,8.439
31142,H,3.801,0.85,8.533
31143,H,3.835,0.772,8.408
31144,O,7.44,2.63,9.337
31145,H,7.522,2.615,9.289
31146,H,7.371,2.602,9.277
31147,O,7.548,0.202,6.466
31148,H,7.479,0.208,6.532
31149,H,7.629,0.195,6.516
31150,O,8.308,1.615,9.897
31151,H,8.289,1.708,9.897
31152,H,8.233,1.575,9.941
31153,O,4.544,5.062,7.619
31154,H,4.58,5.096,7.537
31155,H,4.486,4.991,7.592
31156,O,2.503,5.842,11.146
31157,H,2.484,5.839,11.052
31158,H,2.576,5.903,11.154
31159,O,5.794,2.573,7.875
31160,H,5.776,2.666,7.88
31161,H,5.8,2.545,7.967
31162,O,1.387,3.346,7.882
31163,H,1.368,3.27,7.936
31164,H,1.416,3.31,7.798
31165,O,4.003,3.049,8.843
31166,H,3.969,3.085,8.925
31167,H,3.962,3.102,8.775
31168,O,7.218,6.36,9.136
31169,H,7.217,6.39,9.045
31170,H,7.296,6.306,9.143
31171,O,8.405,2.306,10.785
31172,H,8.394,2.231,10.728
31173,H,8.342,2.291,10.856
31174,O,6.562,3.283,10.543
31175,H,6.526,3.271,10.456
31176,H,6.511,3.356,10.58
31177,O,0.37,0.531,8.468
31178,H,0.427,0.595,8.511
31179,H,0.419,0.449,8.47
31180,O,0.675,4.465,7.903
31181,H,0.653,4.535,7.842
31182,H,0.671,4.385,7.85
31183,O,1.726,4.233,6.108
31184,H,1.736,4.143,6.138
31185,H,1.807,4.252,6.062
31186,O,4.17,5.933,11.308
31187,H,4.176,6.013,11.256
31188,H,4.257,5.923,11.347
31189,O,7.963,3.427,7.082
31190,H,7.98,3.348,7.132
31191,H,7.868,3.429,7.071
31192,O,6.036,3.243,11.305
31193,H,6.051,3.162,11.257
31194,H,6.003,3.215,11.391
31195,O,8.342,0.95,8.576
31196,H,8.354,0.905,8.492
31197,H,8.295,0.886,8.63
31198,O,5.682,7.09,11.592
31199,H,5.673,6.996,11.572
31200,H,5.718,7.128,11.512
31201,O,3.124,2.159,10.439
31202,H,3.059,2.09,10.454
31203,H,3.109,2.222,10.509
31204,O,1.006,7.093,11.409
31205,H,1.016,7.181,11.371
31206,H,0.928,7.099,11.464
31207,O,0.906,2.375,8.943
31208,H,0.973,2.443,8.934
31209,H,0.839,2.399,8.879
31210,O,1.37,1.88,9.282
31211,H,1.307,1.809,9.276
31212,H,1.385,1.892,9.376
31213,O,1.725,5.082,5.336
31214,H,1.821,5.077,5.34
31215,H,1.705,5.175,5.337
31216,O,6.255,1.011,5.82
31217,H,6.202,0.946,5.867
31218,H,6.194,1.083,5.803
31219,O,3.804,4.59,9.301
31220,H,3.847,4.629,9.226
31221,H,3.876,4.557,9.355
31222,O,1.349,1.7,11.682
31223,H,1.284,1.77,11.688
31224,H,1.303,1.628,11.64
31225,O,3.445,0.714,10.587
31226,H,3.385,0.64,10.599
31227,H,3.455,0.723,10.493
31228,O,0.726,7.074,8.843
31229,H,0.643,7.084,8.797
31230,H,0.788,7.048,8.775
31231,O,7.314,7.464,8.846
31232,H,7.271,7.55,8.842
31233,H,7.391,7.473,8.789
31234,O,0.419,7.498,9.844
31235,H,0.447,7.572,9.899
31236,H,0.498,7.446,9.832
31237,O,1.685,0.673,6.465
31238,H,1.744,0.694,6.537
31239,H,1.703,0.581,6.445
31240,O,1.993,7.726,5.349
31241,H,1.898,7.724,5.34
31242,H,2.016,7.818,5.339
31243,O,5.569,7.777,8.086
31244,H,5.607,7.707,8.14
31245,H,5.57,7.742,7.997
31246,O,5.976,3.967,11.155
31247,H,5.91,4.034,11.136
31248,H,5.945,3.889,11.109
31249,O,7.546,1.543,9.534
31250,H,7.486,1.59,9.476
31251,H,7.532,1.583,9.62
31252,O,8.061,1.238,6.125
31253,H,7.974,1.247,6.165
31254,H,8.111,1.184,6.187
31255,O,5.622,6.773,7.48
31256,H,5.672,6.852,7.498
31257,H,5.541,6.784,7.53
31258,O,3.122,6.024,7.317
31259,H,3.206,6.018,7.271
31260,H,3.142,6.075,7.396
31261,O,5.844,7.56,7.574
31262,H,5.884,7.508,7.505
31263,H,5.915,7.58,7.635
31264,O,2.871,6.915,7.858
31265,H,2.839,6.927,7.769
31266,H,2.959,6.877,7.847
31267,O,1.968,3.607,8.558
31268,H,2.035,3.549,8.593
31269,H,1.885,3.564,8.578
31270,O,8.129,1.683,9.662
31271,H,8.209,1.733,9.649
31272,H,8.09,1.719,9.742
31273,O,5.55,0.02,11.028
31274,H,5.512,-0.014,10.947
31275,H,5.643,0.035,11.007
31276,O,5.586,7.391,8.386
31277,H,5.678,7.395,8.36
31278,H,5.545,7.336,8.32
31279,O,0.412,2.767,7.683
31280,H,0.452,2.694,7.636
31281,H,0.351,2.726,7.744
31282,O,7.414,1.373,10.388
31283,H,7.469,1.361,10.465
31284,H,7.35,1.302,10.392
31285,O,7.145,5.84,8.878
31286,H,7.109,5.921,8.913
31287,H,7.083,5.813,8.81
31288,O,0.75,2.615,5.143
31289,H,0.763,2.643,5.052
31290,H,0.785,2.526,5.146
31291,O,2.217,1.381,5.262
31292,H,2.16,1.377,5.338
31293,H,2.197,1.3,5.214
31294,O,5.904,4.71,11.538
31295,H,5.994,4.686,11.559
31296,H,5.888,4.79,11.589
31297,O,5.488,5.202,6.655
31298,H,5.514,5.282,6.702
31299,H,5.447,5.148,6.722
31300,O,7.028,5.991,10.814
31301,H,6.947,5.944,10.832
31302,H,7.048,5.972,10.723
31303,O,6.544,7.491,4.871
31304,H,6.554,7.431,4.945
31305,H,6.559,7.578,4.909
31306,O,4.434,6.291,11.221
31307,H,4.355,6.281,11.274
31308,H,4.501,6.319,11.283
31309,O,4.111,5.395,5.243
31310,H,4.019,5.389,5.218
31311,H,4.155,5.427,5.164
31312,O,3.708,7.193,11.014
31313,H,3.786,7.179,10.96
31314,H,3.651,7.249,10.962
31315,O,2.236,5.196,6.9
31316,H,2.276,5.271,6.943
31317,H,2.292,5.177,6.825
31318,O,1.736,3.65,11.429
31319,H,1.711,3.597,11.353
31320,H,1.665,3.714,11.437
31321,O,4.106,2.527,10.059
31322,H,4.028,2.54,10.113
31323,H,4.175,2.506,10.123
31324,O,4.072,4.968,7.993
31325,H,4,5.006,8.044
31326,H,4.032,4.892,7.95
31327,O,1.346,7.177,9.38
31328,H,1.392,7.101,9.414
31329,H,1.413,7.228,9.334
31330,O,4.847,1.65,6.799
31331,H,4.831,1.611,6.885
31332,H,4.789,1.601,6.74
31333,O,5.057,0.571,6.731
31334,H,5.055,0.478,6.709
31335,H,4.966,0.599,6.728
31336,O,7.396,0.944,9.425
31337,H,7.368,0.978,9.34
31338,H,7.371,0.851,9.423
31339,O,6.442,2.231,6.039
31340,H,6.522,2.271,6.073
31341,H,6.378,2.243,6.11
31342,O,7.722,6.11,8.144
31343,H,7.703,6.042,8.078
31344,H,7.73,6.191,8.094
31345,O,2.104,7.766,6.251
31346,H,2.141,7.807,6.172
31347,H,2.153,7.685,6.261
31348,O,3.698,0.843,5.405
31349,H,3.615,0.805,5.434
31350,H,3.763,0.808,5.465
31351,O,4.374,5.474,10.366
31352,H,4.371,5.484,10.461
31353,H,4.289,5.507,10.336
31354,O,8.016,5.169,8.641
31355,H,8.046,5.132,8.558
31356,H,7.988,5.093,8.692
31357,O,6.757,7.769,7.954
31358,H,6.833,7.718,7.924
31359,H,6.794,7.854,7.979
31360,O,5.954,4.645,5.609
31361,H,5.961,4.62,5.701
31362,H,6.031,4.605,5.568
31363,O,5.804,2.901,8.414
31364,H,5.8,2.814,8.453
31365,H,5.783,2.887,8.322
31366,O,0.879,6.479,6.629
31367,H,0.857,6.386,6.622
31368,H,0.961,6.487,6.581
31369,O,3.543,1.555,5.644
31370,H,3.581,1.542,5.73
31371,H,3.557,1.471,5.599
31372,O,4.922,2.873,5.573
31373,H,4.962,2.95,5.532
31374,H,4.83,2.897,5.584
31375,O,3.816,2.804,8.583
31376,H,3.744,2.834,8.528
31377,H,3.79,2.826,8.672
31378,O,5.525,7.078,5.25
31379,H,5.596,7.042,5.197
31380,H,5.526,7.171,5.23
31381,O,6.951,1.576,8.631
31382,H,6.857,1.584,8.645
31383,H,6.972,1.645,8.567
31384,O,7.261,2.313,10.613
31385,H,7.242,2.3,10.706
31386,H,7.356,2.32,10.609
31387,O,6.247,4.528,9.611
31388,H,6.206,4.534,9.525
31389,H,6.274,4.436,9.618
31390,O,7.757,0.121,11.036
31391,H,7.761,0.064,10.959
31392,H,7.666,0.148,11.042
31393,O,2.5,0.064,5.964
31394,H,2.534,0.147,5.996
31395,H,2.578,0.011,5.947
31396,O,6.491,7.875,6.897
31397,H,6.467,7.929,6.972
31398,H,6.424,7.806,6.894
31399,O,2.3,0.833,5.287
31400,H,2.232,0.844,5.22
31401,H,2.293,0.911,5.341
31402,O,2.217,6.626,7.233
31403,H,2.133,6.653,7.197
31404,H,2.277,6.697,7.212
31405,O,4.622,0.163,11.3
31406,H,4.701,0.109,11.298
31407,H,4.584,0.152,11.213
31408,O,8.278,5.177,9.505
31409,H,8.201,5.205,9.455
31410,H,8.277,5.081,9.497
31411,O,5.874,5.319,5.54
31412,H,5.823,5.307,5.46
31413,H,5.965,5.324,5.51
31414,O,2.409,7.625,11.631
31415,H,2.408,7.56,11.561
31416,H,2.317,7.648,11.645
31417,O,7.878,3.539,9.43
31418,H,7.787,3.56,9.45
31419,H,7.873,3.467,9.366
31420,O,0.579,5.536,5.762
31421,H,0.489,5.504,5.763
31422,H,0.586,5.587,5.682
31423,O,0.197,7.001,9.698
31424,H,0.18,6.994,9.604
31425,H,0.2,7.095,9.715
31426,O,4.105,7.597,8.834
31427,H,4.013,7.61,8.812
31428,H,4.105,7.574,8.927
31429,O,4.93,7.233,9.878
31430,H,4.986,7.197,9.948
31431,H,4.913,7.158,9.821
31432,O,7.491,1.794,6.354
31433,H,7.439,1.727,6.308
31434,H,7.519,1.752,6.435
31435,O,3.62,3.965,11.222
31436,H,3.658,3.992,11.305
31437,H,3.692,3.97,11.159
31438,O,6.621,7.143,11.744
31439,H,6.562,7.105,11.808
31440,H,6.566,7.203,11.693
31441,O,7.282,7.858,11.797
31442,H,7.375,7.841,11.781
31443,H,7.26,7.802,11.872
31444,O,0.972,4.444,5.979
31445,H,1.053,4.413,5.938
31446,H,0.933,4.367,6.019
31447,O,0.26,4.015,9.471
31448,H,0.324,3.993,9.403
31449,H,0.233,4.104,9.45
31450,O,1.879,3.74,10.453
31451,H,1.806,3.767,10.509
31452,H,1.865,3.787,10.37
31453,O,3.188,0.97,11.884
31454,H,3.268,0.942,11.839
31455,H,3.155,0.89,11.926
31456,O,8.026,7.936,7.679
31457,H,8.074,7.861,7.642
31458,H,8.095,7.999,7.701
31459,O,0.384,5.836,7.68
31460,H,0.411,5.756,7.635
31461,H,0.391,5.815,7.773
31462,O,3.654,4.271,5.359
31463,H,3.613,4.357,5.348
31464,H,3.722,4.268,5.292
31465,O,0.799,7.895,5.754
31466,H,0.844,7.923,5.674
31467,H,0.858,7.831,5.794
31468,O,0.056,7.533,6.994
31469,H,0.036,7.621,6.96
31470,H,0.013,7.474,6.932
31471,O,7.656,6.666,8.503
31472,H,7.599,6.59,8.492
31473,H,7.652,6.686,8.597
31474,O,0.776,6.94,6.929
31475,H,0.72,6.875,6.972
31476,H,0.853,6.891,6.9
31477,O,0.225,0.362,10.227
31478,H,0.176,0.283,10.205
31479,H,0.306,0.355,10.177
31480,O,7.341,5.569,10.165
31481,H,7.312,5.478,10.158
31482,H,7.349,5.598,10.074
31483,O,7.766,0.907,11.009
31484,H,7.839,0.958,11.044
31485,H,7.7,0.972,10.986
31486,O,1.652,1.02,7.767
31487,H,1.724,1.016,7.705
31488,H,1.647,0.932,7.804
31489,O,4.832,4.455,4.795
31490,H,4.897,4.525,4.788
31491,H,4.858,4.392,4.728
31492,O,3.654,3.226,8.591
31493,H,3.58,3.256,8.539
31494,H,3.633,3.253,8.681
31495,O,8.351,4.035,6.715
31496,H,8.354,3.942,6.735
31497,H,8.26,4.061,6.733
31498,O,4.66,7.389,7.139
31499,H,4.705,7.382,7.224
31500,H,4.568,7.405,7.162
31501,O,0.299,1.061,7.396
31502,H,0.339,1.103,7.32
31503,H,0.26,1.133,7.446
31504,O,4.029,6.954,11.662
31505,H,3.968,6.98,11.73
31506,H,4.04,6.859,11.674
31507,O,6.038,2.476,10.131
31508,H,6.061,2.399,10.077
31509,H,5.959,2.45,10.177
31510,O,0.632,6.932,5.199
31511,H,0.558,6.912,5.141
31512,H,0.707,6.888,5.158
31513,O,4.036,4.443,5.239
31514,H,4.053,4.447,5.333
31515,H,3.996,4.358,5.226
31516,O,0.915,5.687,7.447
31517,H,0.866,5.692,7.529
31518,H,0.96,5.771,7.441
31519,O,2.846,6.104,8.915
31520,H,2.874,6.038,8.979
31521,H,2.796,6.054,8.85
31522,O,6.472,1.711,5.527
31523,H,6.437,1.623,5.538
31524,H,6.442,1.759,5.605
31525,O,5.453,3.492,8.339
31526,H,5.511,3.545,8.283
31527,H,5.374,3.479,8.286
31528,O,5.824,5.194,9.063
31529,H,5.826,5.099,9.07
31530,H,5.774,5.212,8.983
31531,O,3.648,7.174,7.222
31532,H,3.624,7.22,7.141
31533,H,3.57,7.181,7.277
31534,O,5.181,4.849,9.083
31535,H,5.15,4.857,9.173
31536,H,5.258,4.793,9.089
31537,O,0.325,6.26,5.494
31538,H,0.415,6.231,5.482
31539,H,0.306,6.313,5.416
31540,O,7.496,4.738,9.137
31541,H,7.501,4.834,9.134
31542,H,7.512,4.716,9.229
31543,O,2.522,7.612,9.452
31544,H,2.432,7.594,9.479
31545,H,2.561,7.659,9.526
31546,O,2.471,4.674,7.735
31547,H,2.406,4.656,7.803
31548,H,2.439,4.752,7.691
31549,O,3.794,1.331,5.294
31550,H,3.733,1.301,5.227
31551,H,3.861,1.381,5.245
31552,O,8.355,5.112,9.754
31553,H,8.317,5.146,9.673
31554,H,8.298,5.144,9.823
31555,O,5.148,1.45,8.226
31556,H,5.131,1.483,8.314
31557,H,5.139,1.527,8.17
31558,O,5.251,5.046,6.305
31559,H,5.24,5.11,6.375
31560,H,5.253,5.099,6.225
31561,O,1.763,2.304,10.895
31562,H,1.736,2.375,10.953
31563,H,1.704,2.232,10.917
31564,O,2.724,7.594,5.125
31565,H,2.719,7.685,5.097
31566,H,2.648,7.582,5.182
31567,O,2.556,2.926,7.925
31568,H,2.639,2.974,7.918
31569,H,2.563,2.855,7.861
31570,O,3.579,4.332,10.116
31571,H,3.659,4.349,10.064
31572,H,3.524,4.409,10.1
31573,O,1.512,4.852,9.047
31574,H,1.51,4.794,8.971
31575,H,1.441,4.82,9.103
31576,O,8.223,7.549,7.178
31577,H,8.196,7.639,7.16
31578,H,8.141,7.504,7.2
31579,O,3.602,5.211,11.274
31580,H,3.664,5.223,11.202
31581,H,3.535,5.278,11.259
31582,O,8.305,7.382,8.509
31583,H,8.27,7.356,8.595
31584,H,8.329,7.299,8.468
31585,O,5.006,1.417,6.087
31586,H,4.936,1.47,6.126
31587,H,5.006,1.44,5.995
31588,O,7.744,7.899,6.33
31589,H,7.813,7.952,6.37
31590,H,7.766,7.809,6.353
31591,O,2.713,3.876,7.292
31592,H,2.773,3.947,7.313
31593,H,2.72,3.815,7.366
31594,O,4.285,1.448,7.967
31595,H,4.204,1.415,8.006
31596,H,4.355,1.402,8.014
31597,O,2.891,0.819,11.165
31598,H,2.8,0.848,11.171
31599,H,2.937,0.871,11.23
31600,O,7.77,1.237,10.401
31601,H,7.708,1.271,10.466
31602,H,7.763,1.142,10.409
31603,O,3.422,3.742,10.673
31604,H,3.475,3.785,10.606
31605,H,3.46,3.655,10.682
31606,O,6.89,4.846,11.194
31607,H,6.861,4.79,11.266
